set,name,variant,condition,rarity,price
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians",1st Edition,Heavily Played,Super Rare,0.1
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.32
25th-anniversary-rarity-collection-yugioh,Harpie's Feather Storm,1st Edition,Damaged,Super Rare,0.1
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous (Secret Rare)",1st Edition,Moderately Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,Junk Speeder (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.31
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Afterglow Dragon (Secret Rare),1st Edition,Near Mint,Secret Rare,0.37
25th-anniversary-rarity-collection-yugioh,Magicalized Fusion (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.34
25th-anniversary-rarity-collection-yugioh,Pot of Desires,1st Edition,Damaged,Super Rare,0.12
25th-anniversary-rarity-collection-yugioh,Magician's Salvation (UR),1st Edition,Near Mint,Ultra Rare,0.35
25th-anniversary-rarity-collection-yugioh,Reinforcement of the Army,1st Edition,Lightly Played,Super Rare,0.31
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.25
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.22
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon (Secret Rare),1st Edition,Near Mint,Secret Rare,0.31
25th-anniversary-rarity-collection-yugioh,Baronne de Fleur,1st Edition,Moderately Played,Super Rare,0.05
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (Secret Rare),1st Edition,Damaged,Secret Rare,0.1
25th-anniversary-rarity-collection-yugioh,Pre-Preparation of Rites,1st Edition,Moderately Played,Super Rare,0.2
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (UR)",1st Edition,Lightly Played,Ultra Rare,0.3
25th-anniversary-rarity-collection-yugioh,Downerd Magician (Secret Rare),1st Edition,Near Mint,Secret Rare,0.27
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.3
25th-anniversary-rarity-collection-yugioh,Red-Eyes Flare Metal Dragon (UR),1st Edition,Heavily Played,Ultra Rare,0.2
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.28
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts (PCR)",1st Edition,Lightly Played,Prismatic Collector's Rare,0.23
25th-anniversary-rarity-collection-yugioh,Harpie's Feather Storm (UR),1st Edition,Moderately Played,Ultra Rare,0.25
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.26
25th-anniversary-rarity-collection-yugioh,"Dingirsu, the Orcust of the Evening Star (Secret Rare)",1st Edition,Moderately Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden (Secret Rare)",1st Edition,Lightly Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.22
25th-anniversary-rarity-collection-yugioh,Herald of the Arc Light (UR),1st Edition,Lightly Played,Ultra Rare,0.32
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss (Secret Rare)",1st Edition,Near Mint,Secret Rare,0.3
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.27
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Secret Rare),1st Edition,Near Mint,Secret Rare,0.28
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.28
25th-anniversary-rarity-collection-yugioh,Number 100: Numeron Dragon (Secret Rare),1st Edition,Near Mint,Secret Rare,0.23
25th-anniversary-rarity-collection-yugioh,Red-Eyes Flare Metal Dragon,1st Edition,Moderately Played,Super Rare,0.15
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.25
25th-anniversary-rarity-collection-yugioh,Ancient Fairy Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.24
25th-anniversary-rarity-collection-yugioh,Change of Heart,1st Edition,Moderately Played,Super Rare,0.17
25th-anniversary-rarity-collection-yugioh,Change of Heart (UR),1st Edition,Moderately Played,Ultra Rare,0.25
25th-anniversary-rarity-collection-yugioh,Pot of Desires (UR),1st Edition,Damaged,Ultra Rare,0.1
25th-anniversary-rarity-collection-yugioh,Junk Speeder (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,Masked HERO Dark Law,1st Edition,Damaged,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Ice Barrier (UR),1st Edition,Lightly Played,Ultra Rare,0.05
25th-anniversary-rarity-collection-yugioh,Fallen of Albaz (UR),1st Edition,Lightly Played,Ultra Rare,0.18
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts (Secret Rare)",1st Edition,Moderately Played,Secret Rare,0.08
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.14
25th-anniversary-rarity-collection-yugioh,Inspector Boarder (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.2
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss (UR),1st Edition,Lightly Played,Ultra Rare,0.26
25th-anniversary-rarity-collection-yugioh,Herald of the Arc Light,1st Edition,Damaged,Super Rare,0.15
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous",1st Edition,Lightly Played,Super Rare,0.2
25th-anniversary-rarity-collection-yugioh,Compulsory Evacuation Device,1st Edition,Lightly Played,Super Rare,0.2
25th-anniversary-rarity-collection-yugioh,Ice Dragon's Prison (UR),1st Edition,Moderately Played,Ultra Rare,0.02
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous (UR)",1st Edition,Heavily Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris (UR),1st Edition,Near Mint,Ultra Rare,0.24
25th-anniversary-rarity-collection-yugioh,Reasoning (UR),1st Edition,Damaged,Ultra Rare,0.13
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art) (UR),1st Edition,Damaged,Ultra Rare,0.09
25th-anniversary-rarity-collection-yugioh,Chaos Space (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.25
25th-anniversary-rarity-collection-yugioh,Egyptian God Slime,1st Edition,Damaged,Super Rare,0.1
25th-anniversary-rarity-collection-yugioh,Ice Barrier (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.24
25th-anniversary-rarity-collection-yugioh,Egyptian God Slime (UR),1st Edition,Moderately Played,Ultra Rare,0.19
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris,1st Edition,Lightly Played,Super Rare,0.2
25th-anniversary-rarity-collection-yugioh,Danger!? Jackalope? (UR),1st Edition,Heavily Played,Ultra Rare,0.01
25th-anniversary-rarity-collection-yugioh,Dogmatika Punishment (UR),1st Edition,Lightly Played,Ultra Rare,0.24
25th-anniversary-rarity-collection-yugioh,Summon Limit (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.26
25th-anniversary-rarity-collection-yugioh,Mudragon of the Swamp (UR),1st Edition,Lightly Played,Ultra Rare,0.22
25th-anniversary-rarity-collection-yugioh,Dogmatika Punishment,1st Edition,Lightly Played,Super Rare,0.21
25th-anniversary-rarity-collection-yugioh,Predaplant Dragostapelia (UR),1st Edition,Lightly Played,Ultra Rare,0.22
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss,1st Edition,Moderately Played,Super Rare,0.15
25th-anniversary-rarity-collection-yugioh,Ancient Fairy Dragon,1st Edition,Near Mint,Super Rare,0.2
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Alternate Art) (UR),1st Edition,Lightly Played,Ultra Rare,0.13
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Afterglow Dragon (UR),1st Edition,Near Mint,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.11
25th-anniversary-rarity-collection-yugioh,"Dingirsu, the Orcust of the Evening Star (UR)",1st Edition,Moderately Played,Ultra Rare,0.08
25th-anniversary-rarity-collection-yugioh,Fossil Dig (UR),1st Edition,Lightly Played,Ultra Rare,0.19
25th-anniversary-rarity-collection-yugioh,Magician's Salvation,1st Edition,Lightly Played,Super Rare,0.15
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn,1st Edition,Heavily Played,Super Rare,0.1
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon,1st Edition,Lightly Played,Super Rare,0.04
25th-anniversary-rarity-collection-yugioh,Danger!? Jackalope?,1st Edition,Lightly Played,Super Rare,0.16
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden (UR)",1st Edition,Lightly Played,Ultra Rare,0.12
25th-anniversary-rarity-collection-yugioh,Masked HERO Dark Law (UR),1st Edition,Lightly Played,Ultra Rare,0.15
25th-anniversary-rarity-collection-yugioh,Ice Dragon's Prison,1st Edition,Lightly Played,Super Rare,0.13
25th-anniversary-rarity-collection-yugioh,Chaos Space (UR),1st Edition,Lightly Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.19
25th-anniversary-rarity-collection-yugioh,Magicalized Fusion,1st Edition,Moderately Played,Super Rare,0.05
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer (UR),1st Edition,Near Mint,Ultra Rare,0.2
25th-anniversary-rarity-collection-yugioh,Chaos Space,1st Edition,Damaged,Super Rare,0.09
25th-anniversary-rarity-collection-yugioh,Number 100: Numeron Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.11
25th-anniversary-rarity-collection-yugioh,"Dingirsu, the Orcust of the Evening Star",1st Edition,Damaged,Super Rare,0.11
25th-anniversary-rarity-collection-yugioh,Magicalized Fusion (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.15
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom,1st Edition,Near Mint,Super Rare,0.16
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.2
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (UR),1st Edition,Lightly Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Fallen of Albaz,1st Edition,Lightly Played,Super Rare,0.14
25th-anniversary-rarity-collection-yugioh,Magicalized Fusion (UR),1st Edition,Lightly Played,Ultra Rare,0.12
25th-anniversary-rarity-collection-yugioh,Borreload Savage Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.17
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Alternate Art),1st Edition,Lightly Played,Super Rare,0.12
25th-anniversary-rarity-collection-yugioh,Borreload Savage Dragon,1st Edition,Lightly Played,Super Rare,0.19
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt (Secret Rare),1st Edition,Damaged,Secret Rare,0.08
25th-anniversary-rarity-collection-yugioh,Fossil Dig,1st Edition,Lightly Played,Super Rare,0.15
25th-anniversary-rarity-collection-yugioh,Inspector Boarder,1st Edition,Lightly Played,Super Rare,0.1
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (UR),1st Edition,Lightly Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Striker Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.1
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.18
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.2
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon (UR),1st Edition,Moderately Played,Ultra Rare,0.01
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom (UR),1st Edition,Lightly Played,Ultra Rare,0.18
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul (UR),1st Edition,Lightly Played,Ultra Rare,0.13
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts (UR)",1st Edition,Near Mint,Ultra Rare,0.17
25th-anniversary-rarity-collection-yugioh,Striker Dragon,1st Edition,Moderately Played,Super Rare,0.05
25th-anniversary-rarity-collection-yugioh,Summon Limit (UR),1st Edition,Lightly Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Reasoning,1st Edition,Damaged,Super Rare,0.02
25th-anniversary-rarity-collection-yugioh,Downerd Magician,1st Edition,Lightly Played,Super Rare,0.18
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (Secret Rare),1st Edition,Damaged,Secret Rare,0.09
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (Secret Rare),1st Edition,Near Mint,Secret Rare,0.17
25th-anniversary-rarity-collection-yugioh,Summon Limit,1st Edition,Lightly Played,Super Rare,0.09
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief (UR),1st Edition,Damaged,Ultra Rare,0.08
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (UR),1st Edition,Lightly Played,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Afterglow Dragon,1st Edition,Lightly Played,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.12
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss",1st Edition,Lightly Played,Super Rare,0.09
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax,1st Edition,Lightly Played,Super Rare,0.12
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (UR),1st Edition,Near Mint,Ultra Rare,0.12
25th-anniversary-rarity-collection-yugioh,Inspector Boarder (UR),1st Edition,Lightly Played,Ultra Rare,0.11
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul (UR),1st Edition,Near Mint,Ultra Rare,0.15
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul,1st Edition,Moderately Played,Super Rare,0.05
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism (UR),1st Edition,Moderately Played,Ultra Rare,0.01
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer,1st Edition,Near Mint,Super Rare,0.13
25th-anniversary-rarity-collection-yugioh,Downerd Magician (UR),1st Edition,Near Mint,Ultra Rare,0.14
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon,1st Edition,Lightly Played,Super Rare,0.11
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten,1st Edition,Lightly Played,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden",1st Edition,Moderately Played,Super Rare,0.14
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art),1st Edition,Lightly Played,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss (UR)",1st Edition,Lightly Played,Ultra Rare,0.08
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler,1st Edition,Lightly Played,Super Rare,0.03
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord,1st Edition,Moderately Played,Super Rare,0.01
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief,1st Edition,Damaged,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Ice Barrier,1st Edition,Lightly Played,Super Rare,0.07
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna,1st Edition,Lightly Played,Super Rare,0.04
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment (UR),1st Edition,Moderately Played,Ultra Rare,0.02
25th-anniversary-rarity-collection-yugioh,Number 100: Numeron Dragon,1st Edition,Damaged,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts",1st Edition,Near Mint,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (UR),1st Edition,Lightly Played,Ultra Rare,0.07
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt,1st Edition,Lightly Played,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Junk Speeder (UR),1st Edition,Near Mint,Ultra Rare,0.1
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment,1st Edition,Damaged,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind,1st Edition,Lightly Played,Super Rare,0.06
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler (UR),1st Edition,Lightly Played,Ultra Rare,0.04
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism,1st Edition,Near Mint,Super Rare,0.08
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt (UR),1st Edition,Lightly Played,Ultra Rare,0.08
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul,1st Edition,Lightly Played,Super Rare,0.07
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten (UR),1st Edition,Lightly Played,Ultra Rare,0.07
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (UR),1st Edition,Lightly Played,Ultra Rare,0.06
25th-anniversary-rarity-collection-yugioh,Junk Speeder,1st Edition,Lightly Played,Super Rare,0.07
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted,1st Edition,Heavily Played,Super Rare,0.01
