name,set_name,desc,attribute,race,archetype,atk,def,level,linkval,price_market,price_tier
Tri-Brigade Revolt,25th Anniversary Rarity Collection,"Special Summon a number of your Beast, Beast-Warrior, and/or Winged Beast monsters, that are banished and/or in your GY, but negate their effects, then, immediately after this effect resolves, Link Summon 1 ""Tri-Brigade"" Link Monster using only those monsters. You can only activate 1 ""Tri-Brigade Revolt"" per turn.",,Normal,Tri-Brigade,,,,,0.08,0
Tri-Brigade Revolt,25th Anniversary Rarity Collection,"Special Summon a number of your Beast, Beast-Warrior, and/or Winged Beast monsters, that are banished and/or in your GY, but negate their effects, then, immediately after this effect resolves, Link Summon 1 ""Tri-Brigade"" Link Monster using only those monsters. You can only activate 1 ""Tri-Brigade Revolt"" per turn.",,Normal,Tri-Brigade,,,,,0.08,0
Tri-Brigade Revolt,2021 Tin of Ancient Battles,"Special Summon a number of your Beast, Beast-Warrior, and/or Winged Beast monsters, that are banished and/or in your GY, but negate their effects, then, immediately after this effect resolves, Link Summon 1 ""Tri-Brigade"" Link Monster using only those monsters. You can only activate 1 ""Tri-Brigade Revolt"" per turn.",,Normal,Tri-Brigade,,,,,0.08,0
Strike Ninja,Dark Revelation Volume 2,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Legendary Collection 4: Joey's World Mega Pack,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Speed Duel: Battle City Box,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Duelist League 13 participation cards,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Invasion of Chaos,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Invasion of Chaos,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Battle Pack Tournament Prize Cards,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Strike Ninja,Shadows in Valhalla,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",DARK,Warrior,Ninja,1700.0,1200.0,4.0,,0.1,0
Trickstar Bella Madonna,Flames of Destruction,"2+ ""Trickstar"" monsters
While this Link Summoned card points to no monsters, it is unaffected by other cards' activated effects. If this card points to no monsters: You can inflict 200 damage to your opponent for each ""Trickstar"" monster in your GY with a different name. You can only use this effect of ""Trickstar Bella Madonna"" once per turn.",LIGHT,Fairy,Trickstar,2800.0,,,4.0,0.31,0
Trickstar Bella Madonna,2019 Gold Sarcophagus Tin Mega Pack,"2+ ""Trickstar"" monsters
While this Link Summoned card points to no monsters, it is unaffected by other cards' activated effects. If this card points to no monsters: You can inflict 200 damage to your opponent for each ""Trickstar"" monster in your GY with a different name. You can only use this effect of ""Trickstar Bella Madonna"" once per turn.",LIGHT,Fairy,Trickstar,2800.0,,,4.0,0.31,0
Millennium-Eyes Restrict,Legendary Duelists: Season 1,"""Relinquished"" + 1 Effect Monster
Once per turn, when your opponent activates a monster effect (Quick Effect): You can target 1 Effect Monster your opponent controls or in their GY; equip that target to this card you control. This card gains ATK/DEF equal to that equipped monster's. Monsters with that equipped monster's name cannot attack, also their effects on the field and their activated effects are negated.",DARK,Spellcaster,Eyes Restrict,0.0,0.0,1.0,,0.5,1
Millennium-Eyes Restrict,Legendary Duelists: Ancient Millennium,"""Relinquished"" + 1 Effect Monster
Once per turn, when your opponent activates a monster effect (Quick Effect): You can target 1 Effect Monster your opponent controls or in their GY; equip that target to this card you control. This card gains ATK/DEF equal to that equipped monster's. Monsters with that equipped monster's name cannot attack, also their effects on the field and their activated effects are negated.",DARK,Spellcaster,Eyes Restrict,0.0,0.0,1.0,,0.5,1
Millennium-Eyes Restrict,Magnificent Mavens,"""Relinquished"" + 1 Effect Monster
Once per turn, when your opponent activates a monster effect (Quick Effect): You can target 1 Effect Monster your opponent controls or in their GY; equip that target to this card you control. This card gains ATK/DEF equal to that equipped monster's. Monsters with that equipped monster's name cannot attack, also their effects on the field and their activated effects are negated.",DARK,Spellcaster,Eyes Restrict,0.0,0.0,1.0,,0.5,1
Millennium-Eyes Restrict,Magnificent Mavens,"""Relinquished"" + 1 Effect Monster
Once per turn, when your opponent activates a monster effect (Quick Effect): You can target 1 Effect Monster your opponent controls or in their GY; equip that target to this card you control. This card gains ATK/DEF equal to that equipped monster's. Monsters with that equipped monster's name cannot attack, also their effects on the field and their activated effects are negated.",DARK,Spellcaster,Eyes Restrict,0.0,0.0,1.0,,0.5,1
"Hajun, the Winged Mayakashi",Hidden Summoners,"If this card is Normal or Special Summoned: You can Special Summon 1 ""Mayakashi"" monster from your Deck, except ""Hajun, the Winged Mayakashi"". You can only use this effect of ""Hajun, the Winged Mayakashi"" once per turn. You cannot Special Summon monsters from the Extra Deck, except ""Mayakashi"" monsters.",WIND,Zombie,Mayakashi,600.0,400.0,1.0,,0.11,0
"Hajun, the Winged Mayakashi",Magnificent Mavens,"If this card is Normal or Special Summoned: You can Special Summon 1 ""Mayakashi"" monster from your Deck, except ""Hajun, the Winged Mayakashi"". You can only use this effect of ""Hajun, the Winged Mayakashi"" once per turn. You cannot Special Summon monsters from the Extra Deck, except ""Mayakashi"" monsters.",WIND,Zombie,Mayakashi,600.0,400.0,1.0,,0.11,0
Linkuriboh,Yu-Gi-Oh! Advent Calendar (2019),"1 Level 1 Monster
When an opponent's monster declares an attack: You can Tribute this card; change that opponent's monster's ATK to 0, until the end of this turn. If this card is in your GY (Quick Effect): You can Tribute 1 Level 1 monster; Special Summon this card. You can only use this effect of ""Linkuriboh"" once per turn.",DARK,Cyberse,Kuriboh,300.0,,,1.0,0.39,0
Linkuriboh,Weekly Shonen Jump November 2017 membership promotional card,"1 Level 1 Monster
When an opponent's monster declares an attack: You can Tribute this card; change that opponent's monster's ATK to 0, until the end of this turn. If this card is in your GY (Quick Effect): You can Tribute 1 Level 1 monster; Special Summon this card. You can only use this effect of ""Linkuriboh"" once per turn.",DARK,Cyberse,Kuriboh,300.0,,,1.0,0.39,0
Linkuriboh,Starter Deck: Codebreaker,"1 Level 1 Monster
When an opponent's monster declares an attack: You can Tribute this card; change that opponent's monster's ATK to 0, until the end of this turn. If this card is in your GY (Quick Effect): You can Tribute 1 Level 1 monster; Special Summon this card. You can only use this effect of ""Linkuriboh"" once per turn.",DARK,Cyberse,Kuriboh,300.0,,,1.0,0.39,0
Linkuriboh,Duel Power,"1 Level 1 Monster
When an opponent's monster declares an attack: You can Tribute this card; change that opponent's monster's ATK to 0, until the end of this turn. If this card is in your GY (Quick Effect): You can Tribute 1 Level 1 monster; Special Summon this card. You can only use this effect of ""Linkuriboh"" once per turn.",DARK,Cyberse,Kuriboh,300.0,,,1.0,0.39,0
Linkuriboh,Maximum Gold,"1 Level 1 Monster
When an opponent's monster declares an attack: You can Tribute this card; change that opponent's monster's ATK to 0, until the end of this turn. If this card is in your GY (Quick Effect): You can Tribute 1 Level 1 monster; Special Summon this card. You can only use this effect of ""Linkuriboh"" once per turn.",DARK,Cyberse,Kuriboh,300.0,,,1.0,0.39,0
Hi-Speedroid Chanbara,Legendary Duelists: Synchro Storm,"1 Tuner + 1+ non-Tuner monsters
This card can make a second attack during each Battle Phase. At the start of the Damage Step, if this card battles: It gains 200 ATK. If this card is sent to the GY: You can target 1 of your banished ""Speedroid"" cards; add it to your hand. You can only Special Summon ""Hi-Speedroid Chanbara(s)"" once per turn.",WIND,Machine,Hi-Speedroid,2000.0,1000.0,5.0,,0.17,0
Hi-Speedroid Chanbara,High-Speed Riders,"1 Tuner + 1+ non-Tuner monsters
This card can make a second attack during each Battle Phase. At the start of the Damage Step, if this card battles: It gains 200 ATK. If this card is sent to the GY: You can target 1 of your banished ""Speedroid"" cards; add it to your hand. You can only Special Summon ""Hi-Speedroid Chanbara(s)"" once per turn.",WIND,Machine,Hi-Speedroid,2000.0,1000.0,5.0,,0.17,0
Hi-Speedroid Chanbara,OTS Tournament Pack 12 (POR),"1 Tuner + 1+ non-Tuner monsters
This card can make a second attack during each Battle Phase. At the start of the Damage Step, if this card battles: It gains 200 ATK. If this card is sent to the GY: You can target 1 of your banished ""Speedroid"" cards; add it to your hand. You can only Special Summon ""Hi-Speedroid Chanbara(s)"" once per turn.",WIND,Machine,Hi-Speedroid,2000.0,1000.0,5.0,,0.17,0
Hi-Speedroid Chanbara,OTS Tournament Pack 12,"1 Tuner + 1+ non-Tuner monsters
This card can make a second attack during each Battle Phase. At the start of the Damage Step, if this card battles: It gains 200 ATK. If this card is sent to the GY: You can target 1 of your banished ""Speedroid"" cards; add it to your hand. You can only Special Summon ""Hi-Speedroid Chanbara(s)"" once per turn.",WIND,Machine,Hi-Speedroid,2000.0,1000.0,5.0,,0.17,0
Hi-Speedroid Chanbara,Shadows in Valhalla,"1 Tuner + 1+ non-Tuner monsters
This card can make a second attack during each Battle Phase. At the start of the Damage Step, if this card battles: It gains 200 ATK. If this card is sent to the GY: You can target 1 of your banished ""Speedroid"" cards; add it to your hand. You can only Special Summon ""Hi-Speedroid Chanbara(s)"" once per turn.",WIND,Machine,Hi-Speedroid,2000.0,1000.0,5.0,,0.17,0
Egyptian God Slime,Legendary Duelists: Rage of Ra,"1 Aqua monster + 1 Level 10 WATER monster
Must first be either Fusion Summoned, or Special Summoned from your Extra Deck by Tributing 1 Level 10 Aqua monster with 0 ATK. This card can be treated as 1 or 3 Tributes for the Tribute Summon of a monster. Cannot be destroyed by battle. Your opponent's monsters cannot target for attacks, and your opponent cannot target with card effects, any monsters you control, except ""Egyptian God Slime"".",WATER,Aqua,Egyptian God,3000.0,3000.0,10.0,,0.1,0
Egyptian God Slime,25th Anniversary Rarity Collection,"1 Aqua monster + 1 Level 10 WATER monster
Must first be either Fusion Summoned, or Special Summoned from your Extra Deck by Tributing 1 Level 10 Aqua monster with 0 ATK. This card can be treated as 1 or 3 Tributes for the Tribute Summon of a monster. Cannot be destroyed by battle. Your opponent's monsters cannot target for attacks, and your opponent cannot target with card effects, any monsters you control, except ""Egyptian God Slime"".",WATER,Aqua,Egyptian God,3000.0,3000.0,10.0,,0.1,0
Egyptian God Slime,25th Anniversary Rarity Collection,"1 Aqua monster + 1 Level 10 WATER monster
Must first be either Fusion Summoned, or Special Summoned from your Extra Deck by Tributing 1 Level 10 Aqua monster with 0 ATK. This card can be treated as 1 or 3 Tributes for the Tribute Summon of a monster. Cannot be destroyed by battle. Your opponent's monsters cannot target for attacks, and your opponent cannot target with card effects, any monsters you control, except ""Egyptian God Slime"".",WATER,Aqua,Egyptian God,3000.0,3000.0,10.0,,0.1,0
Bururu @Ignister,Ignition Assault,"If this card is Normal or Special Summoned: You can send 1 ""@Ignister"" monster from your Deck to the GY. If this card is sent to the GY as material for the Synchro Summon of a Cyberse monster: You can target 1 monster in your GY that was used for that Synchro Summon, except ""Bururu @Ignister""; Special Summon that monster. You can only use each effect of ""Bururu @Ignister"" once per turn.",WIND,Cyberse,@Ignister,600.0,1000.0,3.0,,0.18,0
Bururu @Ignister,Magnificent Mavens,"If this card is Normal or Special Summoned: You can send 1 ""@Ignister"" monster from your Deck to the GY. If this card is sent to the GY as material for the Synchro Summon of a Cyberse monster: You can target 1 monster in your GY that was used for that Synchro Summon, except ""Bururu @Ignister""; Special Summon that monster. You can only use each effect of ""Bururu @Ignister"" once per turn.",WIND,Cyberse,@Ignister,600.0,1000.0,3.0,,0.18,0
"Dakki, the Graceful Mayakashi",Hidden Summoners,"You can only control 1 ""Dakki, the Graceful Mayakashi"". When a ""Mayakashi"" monster(s) is Special Summoned to your field from the Extra Deck, while this card is in the GY (except during the Damage Step): You can Special Summon this card. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except ""Mayakashi"" monsters.",FIRE,Zombie,Mayakashi,1000.0,0.0,2.0,,0.13,0
"Dakki, the Graceful Mayakashi",Magnificent Mavens,"You can only control 1 ""Dakki, the Graceful Mayakashi"". When a ""Mayakashi"" monster(s) is Special Summoned to your field from the Extra Deck, while this card is in the GY (except during the Damage Step): You can Special Summon this card. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except ""Mayakashi"" monsters.",FIRE,Zombie,Mayakashi,1000.0,0.0,2.0,,0.13,0
Altergeist Multifaker,Maze of Millennia,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",DARK,Spellcaster,Altergeist,1200.0,800.0,3.0,,0.12,0
Altergeist Multifaker,Maze of Millennia,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",DARK,Spellcaster,Altergeist,1200.0,800.0,3.0,,0.12,0
Altergeist Multifaker,Flames of Destruction,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",DARK,Spellcaster,Altergeist,1200.0,800.0,3.0,,0.12,0
Altergeist Multifaker,Maximum Gold: El Dorado,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",DARK,Spellcaster,Altergeist,1200.0,800.0,3.0,,0.12,0
Altergeist Multifaker,2019 Gold Sarcophagus Tin Mega Pack,"If you activate a Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can Special Summon 1 ""Altergeist"" monster from your Deck in Defense Position, except ""Altergeist Multifaker"". You cannot Special Summon monsters the turn you activate this effect, except ""Altergeist"" monsters. You can only use each effect of ""Altergeist Multifaker"" once per turn.",DARK,Spellcaster,Altergeist,1200.0,800.0,3.0,,0.12,0
Three Trolling Trolls,Flames of Destruction,"If this card is Normal or Special Summoned: You can target 1 Beast-Warrior monster in your GY; this card's Attribute and Level become the same as that monster's, until the end of this turn. During your Main Phase: You can Special Summon 1 Beast-Warrior monster with the same Attribute and Level as this card from your hand. You can only use each effect of ""Three Trolling Trolls"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except Beast-Warrior monsters.",WATER,Beast-Warrior,,1000.0,1300.0,3.0,,0.06,0
Three Trolling Trolls,2019 Gold Sarcophagus Tin Mega Pack,"If this card is Normal or Special Summoned: You can target 1 Beast-Warrior monster in your GY; this card's Attribute and Level become the same as that monster's, until the end of this turn. During your Main Phase: You can Special Summon 1 Beast-Warrior monster with the same Attribute and Level as this card from your hand. You can only use each effect of ""Three Trolling Trolls"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except Beast-Warrior monsters.",WATER,Beast-Warrior,,1000.0,1300.0,3.0,,0.06,0
Danger!? Jackalope?,Cybernetic Horizon,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",DARK,Beast,Danger!,500.0,2000.0,3.0,,0.16,0
Danger!? Jackalope?,Battles of Legend: Armageddon,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",DARK,Beast,Danger!,500.0,2000.0,3.0,,0.16,0
Danger!? Jackalope?,25th Anniversary Rarity Collection,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",DARK,Beast,Danger!,500.0,2000.0,3.0,,0.16,0
Danger!? Jackalope?,25th Anniversary Rarity Collection,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",DARK,Beast,Danger!,500.0,2000.0,3.0,,0.16,0
Danger!? Jackalope?,2019 Gold Sarcophagus Tin Mega Pack,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",DARK,Beast,Danger!,500.0,2000.0,3.0,,0.16,0
Windwitch - Ice Bell,Raging Tempest,"If you control no monsters: You can Special Summon this card from your hand, then you can Special Summon 1 ""Windwitch"" monster from your Deck, but it cannot be Tributed. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except Level 5 or higher WIND monsters. If this card is Normal or Special Summoned: You can inflict 500 damage to your opponent. You can only use each effect of ""Windwitch - Ice Bell"" once per turn.",WIND,Spellcaster,Windwitch,1000.0,1000.0,3.0,,0.25,0
Windwitch - Ice Bell,OTS Tournament Pack 15 (POR),"If you control no monsters: You can Special Summon this card from your hand, then you can Special Summon 1 ""Windwitch"" monster from your Deck, but it cannot be Tributed. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except Level 5 or higher WIND monsters. If this card is Normal or Special Summoned: You can inflict 500 damage to your opponent. You can only use each effect of ""Windwitch - Ice Bell"" once per turn.",WIND,Spellcaster,Windwitch,1000.0,1000.0,3.0,,0.25,0
Windwitch - Ice Bell,OTS Tournament Pack 15,"If you control no monsters: You can Special Summon this card from your hand, then you can Special Summon 1 ""Windwitch"" monster from your Deck, but it cannot be Tributed. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except Level 5 or higher WIND monsters. If this card is Normal or Special Summoned: You can inflict 500 damage to your opponent. You can only use each effect of ""Windwitch - Ice Bell"" once per turn.",WIND,Spellcaster,Windwitch,1000.0,1000.0,3.0,,0.25,0
Windwitch - Ice Bell,Shadows in Valhalla,"If you control no monsters: You can Special Summon this card from your hand, then you can Special Summon 1 ""Windwitch"" monster from your Deck, but it cannot be Tributed. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except Level 5 or higher WIND monsters. If this card is Normal or Special Summoned: You can inflict 500 damage to your opponent. You can only use each effect of ""Windwitch - Ice Bell"" once per turn.",WIND,Spellcaster,Windwitch,1000.0,1000.0,3.0,,0.25,0
Twin Twisters,Dinosmasher's Fury Structure Deck,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Structure Deck: Spirit Charmers,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,2016 Mega-Tin Mega Pack,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Structure Deck: Shaddoll Showdown,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,OTS Tournament Pack 12 (POR),"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Maximum Gold: El Dorado,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Breakers of Shadow,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,OTS Tournament Pack 12,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Legendary Hero Decks,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Structure Deck: Rokket Revolt,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Twin Twisters,Shadows in Valhalla,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",,Quick-Play,,,,,,0.28,0
Shaddoll Fusion,Structure Deck: Shaddoll Showdown,"Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use monsters in your Deck as Fusion Material. You can only activate 1 ""Shaddoll Fusion"" per turn.",,Normal,Shaddoll,,,,,1.05,1
Shaddoll Fusion,Duelist Alliance,"Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use monsters in your Deck as Fusion Material. You can only activate 1 ""Shaddoll Fusion"" per turn.",,Normal,Shaddoll,,,,,1.05,1
Shaddoll Fusion,2015 Mega-Tin Mega Pack,"Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use monsters in your Deck as Fusion Material. You can only activate 1 ""Shaddoll Fusion"" per turn.",,Normal,Shaddoll,,,,,1.05,1
Shaddoll Fusion,Shadows in Valhalla,"Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use monsters in your Deck as Fusion Material. You can only activate 1 ""Shaddoll Fusion"" per turn.",,Normal,Shaddoll,,,,,1.05,1
Red-Eyes Flare Metal Dragon,Premium Gold: Infinite Gold,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,Legendary Duelists: Season 1,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,25th Anniversary Rarity Collection,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,25th Anniversary Rarity Collection,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,Legendary Decks II,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,Clash of Rebellions,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,Clash of Rebellions,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Red-Eyes Flare Metal Dragon,Clash of Rebellions,"2 Level 7 monsters
Cannot be destroyed by card effects while it has Xyz Material. While this card has Xyz Material, each time your opponent activates a card or effect, inflict 500 damage to your opponent immediately after it resolves. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 ""Red-Eyes"" Normal Monster in your Graveyard; Special Summon it.",DARK,Dragon,Red-Eyes,2800.0,2400.0,7.0,,0.15,0
Stardust Dragon,Duelist Pack: Yusei,"1 Tuner + 1+ non-Tuner monsters
When a card or effect is activated that would destroy a card(s) on the field (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy it. During the End Phase, if this effect was activated this turn (and was not negated): You can Special Summon this card from your GY.",WIND,Dragon,Stardust,2500.0,2000.0,8.0,,0.5,1
